Transaction_ID,Year,Season,Category,City,State,Customer_ID,Product_ID,Payment_Mode,MRP,Discount_%,Quantity,Return_Flag,Out_of_Stock,Hour_of_Day,Selling_Price,Revenue,Margin,Discount_Amount,Profit,Profit_Margin_%,Date,Hour_Bin
T75,2023,Festive,Mobiles,Bangalore,Delhi,C359,P447,Credit Card,19520.72,32,2,0,0,6,13274.09,26548.18,12493.260000000002,6246.6304,13274.09,50.0,2023-11-15,Night
T76,2020,Winter,Grocery,Chennai,Tamil Nadu,C1093,P237,Credit Card,45713.05,52,1,0,0,17,21942.26,21942.26,23770.790000000005,23770.786,0.0,0.0,2020-12-15,Afternoon
T77,2019,Winter,Electronics,Pune,Delhi,C575,P358,Wallet,17263.24,11,1,0,0,8,15364.28,15364.28,1898.960000000001,1898.9564,0.0,0.0,2019-12-15,Morning
T78,2022,Summer,Mobiles,Bangalore,Maharashtra,C935,P65,Debit Card,33461.5,18,4,0,0,5,27438.43,109753.72,24092.28,6023.07,82315.29000000001,75.00000000000001,2022-06-15,Night
T79,2022,Festive,Home,Delhi,Delhi,C546,P140,COD,48339.17,23,3,0,0,5,37221.16,111663.48,33354.029999999984,11118.0091,74442.31999999999,66.66666666666666,2022-11-15,Night
T80,2022,Winter,Fashion,Pune,West Bengal,C1181,P163,Wallet,19635.89,58,1,0,0,12,8247.07,8247.07,11388.82,11388.8162,0.0,0.0,2022-12-15,Morning
T81,2023,Winter,Fashion,Delhi,West Bengal,C1804,P150,Credit Card,34058.27,64,3,1,0,21,12260.98,36782.94,65391.87,21797.2928,24521.960000000003,66.66666666666667,2023-12-15,Evening
T82,2019,Monsoon,Beauty,Delhi,Maharashtra,C1522,P299,UPI,14937.01,38,1,1,0,16,9260.95,9260.95,5676.06,5676.0638,0.0,0.0,2019-09-15,Afternoon
T83,2023,Winter,Electronics,Chennai,West Bengal,C279,P441,UPI,13462.35,45,2,0,0,14,7404.29,14808.58,12116.12,6058.0575,7404.29,50.0,2023-12-15,Afternoon
T84,2023,Summer,Electronics,Hyderabad,Delhi,C271,P122,Credit Card,28793.0,35,2,0,0,8,18715.45,37430.9,20155.1,10077.55,18715.45,50.0,2023-06-15,Morning
T85,2019,Festive,Beauty,Chennai,Karnataka,C1140,P316,Credit Card,48967.38,43,4,0,0,5,27911.41,111645.64,84223.87999999999,21055.9734,83734.23,75.0,2019-11-15,Night
T86,2019,Winter,Mobiles,Bangalore,Delhi,C889,P396,COD,22766.07,56,2,0,0,22,10017.07,20034.14,25498.0,12748.999199999998,10017.07,50.0,2019-12-15,Evening
T87,2019,Monsoon,Fashion,Hyderabad,Maharashtra,C271,P292,Credit Card,46894.32,51,4,0,0,16,22978.22,91912.88,95664.4,23916.103199999998,68934.66,75.0,2019-09-15,Afternoon
T88,2019,Festive,Fashion,Hyderabad,Tamil Nadu,C1279,P391,UPI,45735.3,24,2,0,0,4,34758.83,69517.66,21952.94,10976.472000000002,34758.83,50.0,2019-11-15,Night
T89,2022,Winter,Electronics,Bangalore,Telangana,C561,P294,Debit Card,12837.38,56,3,0,0,2,5648.45,16945.35,21566.79,7188.932799999999,11296.899999999998,66.66666666666666,2022-12-15,Night
T90,2021,Monsoon,Electronics,Hyderabad,Maharashtra,C1294,P30,Credit Card,20210.61,66,1,0,0,15,6871.61,6871.61,13339.0,13339.0026,0.0,0.0,2021-09-15,Afternoon
T91,2021,Winter,Beauty,Pune,Maharashtra,C432,P203,COD,32236.46,9,1,0,0,1,29335.18,29335.18,2901.279999999999,2901.2814000000003,0.0,0.0,2021-12-15,Night
T92,2019,Festive,Home,Mumbai,West Bengal,C132,P446,Debit Card,25998.69,61,4,0,0,19,10139.49,40557.96,63436.8,15859.200899999998,30418.47,75.0,2019-11-15,Evening
T93,2021,Festive,Mobiles,Bangalore,Karnataka,C1747,P163,COD,4978.73,8,2,0,0,2,4580.43,9160.86,796.5999999999985,398.29839999999996,4580.43,50.0,2021-11-15,Night
T94,2021,Festive,Grocery,Bangalore,Maharashtra,C1598,P167,Debit Card,49686.16,15,3,0,0,8,42233.24,126699.72,22358.760000000017,7452.924,84466.48000000001,66.66666666666667,2021-11-15,Morning
T95,2019,Summer,Home,Mumbai,Telangana,C1826,P304,Credit Card,37682.17,23,3,0,0,18,29015.27,87045.81,26000.699999999997,8666.899099999999,58030.53999999999,66.66666666666666,2019-06-15,Afternoon
T96,2021,Winter,Home,Chennai,Karnataka,C1140,P102,UPI,21997.16,31,2,0,0,13,15178.04,30356.08,13638.239999999998,6819.1196,15178.04,50.0,2021-12-15,Afternoon
T97,2023,Summer,Electronics,Chennai,Maharashtra,C193,P483,Debit Card,30984.79,33,1,0,0,13,20759.81,20759.81,10224.98,10224.9807,0.0,0.0,2023-06-15,Afternoon
T98,2020,Festive,Electronics,Chennai,West Bengal,C446,P94,Wallet,4561.13,22,2,0,0,16,3557.68,7115.36,2006.9000000000003,1003.4486,3557.68,50.0,2020-11-15,Afternoon
T99,2020,Monsoon,Electronics,Hyderabad,Tamil Nadu,C751,P395,COD,24866.02,41,1,0,0,7,14670.95,14670.95,10195.07,10195.068200000002,0.0,0.0,2020-09-15,Morning
T100,2019,Winter,Home,Mumbai,Maharashtra,C1282,P14,Debit Card,46555.45,65,2,1,0,16,16294.41,32588.82,60522.08,30261.0425,16294.41,50.0,2019-12-15,Afternoon
T101,2022,Summer,Mobiles,Pune,Maharashtra,C1973,P336,COD,44850.73,51,1,0,0,16,21976.86,21976.86,22873.870000000003,22873.8723,0.0,0.0,2022-06-15,Afternoon
T102,2019,Winter,Electronics,Bangalore,Maharashtra,C1950,P55,UPI,17001.57,24,4,1,0,6,12921.19,51684.76,16321.519999999997,4080.3768,38763.57,75.0,2019-12-15,Night
T103,2022,Monsoon,Fashion,Bangalore,Maharashtra,C1592,P209,COD,26662.12,53,3,0,0,8,12531.2,37593.600000000006,42392.76,14130.923599999998,25062.400000000005,66.66666666666667,2022-09-15,Morning
T104,2020,Summer,Mobiles,Bangalore,Karnataka,C580,P232,COD,34929.7,19,2,0,0,3,28293.06,56586.12,13273.279999999992,6636.642999999999,28293.06,50.0,2020-06-15,Night
T105,2019,Festive,Fashion,Hyderabad,Karnataka,C1556,P29,Wallet,17132.46,22,1,0,0,9,13363.32,13363.32,3769.14,3769.1412,0.0,0.0,2019-11-15,Morning
T106,2023,Summer,Mobiles,Hyderabad,Maharashtra,C1175,P203,COD,3430.99,42,1,0,0,3,1989.97,1989.97,1441.0199999999998,1441.0158,0.0,0.0,2023-06-15,Night
T107,2021,Winter,Electronics,Kolkata,Maharashtra,C1919,P91,Debit Card,25370.99,26,1,0,0,20,18774.53,18774.53,6596.460000000003,6596.4574,0.0,0.0,2021-12-15,Evening
T108,2022,Winter,Grocery,Pune,Delhi,C424,P452,COD,30161.46,64,4,0,0,4,10858.13,43432.52,77213.32,19303.3344,32574.39,75.0,2022-12-15,Night
T109,2021,Winter,Beauty,Chennai,Maharashtra,C131,P93,Credit Card,490.91,30,1,0,0,1,343.64,343.64,147.27000000000004,147.27300000000002,0.0,0.0,2021-12-15,Night
T110,2021,Winter,Electronics,Kolkata,West Bengal,C1740,P432,COD,4959.65,68,3,0,0,14,1587.09,4761.27,10117.679999999998,3372.5619999999994,3174.1800000000003,66.66666666666666,2021-12-15,Afternoon
T111,2019,Festive,Home,Kolkata,West Bengal,C1151,P395,Credit Card,10523.07,62,4,0,0,8,3998.77,15995.08,26097.2,6524.3034,11996.31,75.0,2019-11-15,Morning
T112,2021,Summer,Grocery,Hyderabad,Tamil Nadu,C309,P149,COD,17533.0,7,1,0,0,8,16305.69,16305.69,1227.3099999999995,1227.31,0.0,0.0,2021-06-15,Morning
T113,2023,Festive,Home,Chennai,Maharashtra,C531,P149,COD,27144.35,34,3,0,0,0,17915.27,53745.81,27687.239999999994,9229.079,35830.53999999999,66.66666666666666,2023-11-15,Night
T114,2021,Festive,Mobiles,Chennai,Telangana,C242,P44,Debit Card,14833.38,23,1,0,0,23,11421.7,11421.7,3411.6799999999985,3411.6774,0.0,0.0,2021-11-15,Evening
T115,2019,Festive,Home,Bangalore,West Bengal,C81,P441,Credit Card,13953.95,14,3,0,0,23,12000.4,36001.2,5860.650000000003,1953.553,24000.799999999996,66.66666666666666,2019-11-15,Evening
T116,2023,Winter,Grocery,Hyderabad,West Bengal,C1815,P101,Credit Card,43493.6,50,3,0,0,11,21746.8,65240.4,65240.4,21746.8,43493.600000000006,66.66666666666667,2023-12-15,Morning
T117,2020,Winter,Grocery,Chennai,West Bengal,C64,P349,Wallet,7423.52,23,1,0,0,12,5716.11,5716.11,1707.4100000000008,1707.4096000000002,0.0,0.0,2020-12-15,Morning
T118,2021,Winter,Electronics,Kolkata,Delhi,C1626,P459,COD,24873.91,62,3,1,0,19,9452.09,28356.27,46265.46,15421.8242,18904.18,66.66666666666666,2021-12-15,Evening
T119,2019,Summer,Fashion,Mumbai,Telangana,C876,P213,COD,47650.67,10,2,0,0,12,42885.6,85771.2,9530.14,4765.066999999999,42885.6,50.0,2019-06-15,Morning
T120,2020,Monsoon,Electronics,Mumbai,Maharashtra,C298,P363,Debit Card,31325.66,55,1,0,0,13,14096.55,14096.55,17229.11,17229.113,0.0,0.0,2020-09-15,Afternoon
T121,2020,Winter,Mobiles,Hyderabad,Maharashtra,C656,P160,Wallet,35916.83,18,2,0,0,9,29451.8,58903.6,12930.060000000003,6465.0294,29451.8,50.0,2020-12-15,Morning
T122,2022,Summer,Home,Bangalore,Maharashtra,C599,P299,Wallet,21675.6,62,3,0,0,16,8236.73,24710.19,40316.61,13438.872,16473.46,66.66666666666666,2022-06-15,Afternoon
T123,2023,Winter,Fashion,Bangalore,Delhi,C42,P427,Debit Card,1192.62,12,4,1,0,16,1049.51,4198.04,572.4399999999996,143.1144,3148.5299999999997,75.0,2023-12-15,Afternoon
T124,2021,Winter,Beauty,Chennai,West Bengal,C730,P374,Credit Card,32377.29,6,4,0,0,13,30434.65,121738.6,7770.559999999998,1942.6373999999998,91303.95000000001,75.00000000000001,2021-12-15,Afternoon
T125,2019,Festive,Grocery,Pune,Maharashtra,C1703,P287,UPI,31669.83,22,3,0,0,16,24702.47,74107.41,20902.08,6967.3626,49404.94,66.66666666666666,2019-11-15,Afternoon
T126,2022,Festive,Fashion,Hyderabad,Telangana,C893,P22,Debit Card,5699.3,61,2,0,0,18,2222.73,4445.46,6953.14,3476.573,2222.73,50.0,2022-11-15,Afternoon
T127,2023,Festive,Fashion,Pune,Maharashtra,C265,P296,Credit Card,23215.55,39,1,0,0,2,14161.49,14161.49,9054.06,9054.0645,0.0,0.0,2023-11-15,Night
T128,2022,Summer,Electronics,Mumbai,Telangana,C1391,P485,Wallet,45783.38,60,4,0,0,3,18313.35,73253.4,109880.12,27470.028,54940.049999999996,75.0,2022-06-15,Night
T129,2023,Monsoon,Beauty,Kolkata,Delhi,C1979,P92,Debit Card,10413.22,47,2,1,0,10,5519.01,11038.02,9788.419999999998,4894.2134,5519.01,50.0,2023-09-15,Morning
T130,2023,Monsoon,Grocery,Chennai,Maharashtra,C1068,P33,UPI,23162.72,12,4,0,0,15,20383.19,81532.76,11118.12000000001,2779.5264,61149.56999999999,75.0,2023-09-15,Afternoon
T131,2021,Summer,Mobiles,Kolkata,West Bengal,C1786,P167,COD,23162.94,9,4,0,0,12,21078.28,84313.12,8338.64,2084.6646,63234.84,75.0,2021-06-15,Morning
T132,2023,Winter,Mobiles,Pune,Delhi,C445,P19,Debit Card,40575.92,17,3,0,0,17,33678.01,101034.03,20693.72999999999,6897.9064,67356.01999999999,66.66666666666666,2023-12-15,Afternoon
T133,2022,Summer,Fashion,Chennai,Karnataka,C939,P497,UPI,41263.88,11,1,0,0,10,36724.85,36724.85,4539.029999999999,4539.0268,0.0,0.0,2022-06-15,Morning
T134,2023,Winter,Fashion,Delhi,West Bengal,C6,P473,UPI,38011.62,25,2,0,0,10,28508.72,57017.44,19005.800000000003,9502.905,28508.72,50.0,2023-12-15,Morning
T135,2021,Summer,Home,Kolkata,Delhi,C1694,P278,Debit Card,18399.62,41,2,0,0,8,10855.78,21711.56,15087.679999999997,7543.8442,10855.78,50.0,2021-06-15,Morning
T136,2021,Summer,Beauty,Hyderabad,Maharashtra,C1233,P309,Credit Card,3787.44,49,1,0,0,22,1931.59,1931.59,1855.85,1855.8455999999999,0.0,0.0,2021-06-15,Evening
T137,2022,Summer,Grocery,Kolkata,Maharashtra,C1183,P457,Debit Card,17604.25,56,2,0,0,1,7745.87,15491.74,19716.76,9858.38,7745.87,50.0,2022-06-15,Night
T138,2020,Monsoon,Fashion,Kolkata,West Bengal,C1717,P7,Wallet,34053.6,52,4,0,0,2,16345.73,65382.92,70831.48,17707.872,49037.19,75.00000000000001,2020-09-15,Night
T139,2020,Festive,Home,Chennai,Tamil Nadu,C1304,P281,UPI,35196.78,66,1,0,0,13,11966.91,11966.91,23229.87,23229.8748,0.0,0.0,2020-11-15,Afternoon
